,year,month,media,title,annotator 1,annotator 2,annotator 3,label
1869,2022,1,bbg,mlk day to draw divisions as politicians misuse his words,1,1,1,1
1870,2022,2,bbg,russia casts doubt on macron s report of putin deal on ukraine,0,1,0,0
1871,2022,3,bbg,capitol riot jury urged to convict militia member as trial ends,0,1,0,0
1872,2022,4,bbg,japan scrambles against foreign planes rise on regional tension,1,1,0,1
1873,2022,4,bbg,oligarchs corporations would lose tax perks in bipartisan bill,0,1,0,0
1874,2022,5,bbg,us taliban deal pushed afghanistan to collapse watchdog finds,1,0,0,0
1875,2022,5,bbg,paxton beats bush to win texas gop s attorney general nomination,0,1,0,0
1876,2022,6,bbg,former trump aide meadows avoids contempt of congress charges,1,1,1,1
1877,2022,6,bbg,party like a russian turns toxic at putin s flagship forum,1,1,1,1
1878,2022,6,bbg,tax liens cost generations of black americans their land,1,1,0,1
1879,2022,7,bbg,rishi sunak s speedy uk leadership start raises tory eyebrows,0,0,0,0
1880,2022,7,bbg,hong kong s hotel quarantine system buckles under demand from china arrivals,1,0,0,0
1881,2022,7,bbg,biden calls inflation numbers out of date americans disagree,1,1,1,1
1882,2022,8,bbg,homeland security scraps disinformation board attacked by gop,1,1,1,1
1883,2022,8,bbg,hating esg advocates rethink label as us culture wars bite,0,0,0,0
1884,2022,8,bbg,tesla must face california s suit over rampant factory racism,1,0,1,1
1885,2022,8,bbg,clash over texas abortion law tests state s post roe legal reach,0,1,1,1
1886,2022,9,bbg,tory frontrunner truss declines to give detail on plans to tackle energy bills,0,1,0,0
1887,2022,9,bbg,tiktok ghosts republican lawmakers on china data issues,1,1,0,1
1888,2014,5,christian,China blames terrorists for deadly market bombing in restless Xinjiang region,1,1,0,1
1889,2014,6,christian,"Eric Cantor upset stuns GOP, revives tea party",1,1,1,1
1890,2014,8,christian,Can Obama take the juice out of corporate inversions?,0,0,1,0
1891,2014,9,christian,Democrats slam Chris Christie on 'Bridgegate'. Why now?,0,1,1,1
1892,2014,10,christian,Could Democrat Michelle Nunn actually win Georgia Senate race?,0,0,0,0
1893,2015,1,christian,Obama's cybersecurity plan rehashes proposals maligned by privacy groups,1,1,1,1
1894,2015,5,christian,Senate hands Obama defeat on fast-track trade legislation,0,1,0,0
1895,2015,7,christian,"GOP campaign attacks 'ridiculous' and bad for politics, Obama says",1,1,1,1
1896,2015,8,christian,Black Lives Matter rhetoric under scrutiny in Texas 'assassination',1,1,1,1
1897,2020,5,christian,Europes schools face new test: Teaching safely in a pandemic,0,0,0,0
1898,2022,4,christian,Trump backs Dr. Oz: Will Pennsylvania MAGA voters embrace it?,1,0,1,1
1899,2014,2,cnn,John King: Obama at odds with himself on immigration,0,0,0,0
1900,2014,8,cnn,"Obama, can&t you see black anger in Ferguson?",1,0,1,1
1901,2014,9,cnn,Does spanking harm the black community?,0,0,1,0
1902,2014,10,cnn,Deportation foes interrupt Hillary Clinton,1,1,0,1
1903,2014,10,cnn,Why Pumpkin Fest riots are not like Ferguson,0,0,0,0
1904,2015,2,cnn,This state could give the GOP big headaches in 2016,0,1,1,1
1905,2015,7,cnn,Trump tears into Clinton over immigration criticism,1,1,1,1
1906,2015,7,cnn,Trump says he still doesn&t know where Obama was born,1,1,1,1
1907,2015,8,cnn,"Jon Stewart, in his own words",0,0,0,0
1908,2015,8,cnn,Hillary Clinton breaks with Obama on arctic drilling,1,1,0,1
1909,2015,10,cnn,Clinton seeks to exorcise Iowa ghosts,0,1,1,1
1910,2015,12,cnn,Trump dominates GOP field heading into 2016,0,0,0,0
1911,2015,12,cnn,How Iraq mistakes fueled ISIS rise,1,0,0,0
1912,2016,1,cnn,Republicans blast Obama&s State of the Union,0,1,1,1
1913,2016,2,cnn,Mike Huckabee&s daughter: Negative tone in GOP race helps Clinton,1,1,0,1
1914,2016,2,cnn,Obama tells Putin to stop hitting opposition forces in Syria,1,1,0,1
1915,2016,3,cnn,Donald Trump&s dangerous KKK game,1,1,1,1
1916,2016,4,cnn,Trump hires another GOP veteran,0,0,0,0
1917,2016,5,cnn,Trump&s son talks gun rights with House Republicans,0,0,0,0
1918,2016,6,cnn,Is Donald Trump right about Hillary Clinton?,1,0,1,1
1919,2016,6,cnn,Republican Brent Scowcroft backs Clinton,1,0,0,0
1920,2016,6,cnn,Anti-Trump Republicans seek last-ditch &delegate revolt&,1,1,1,1
1921,2016,7,cnn,What black America won&t miss about Obama,0,1,1,1
1922,2016,8,cnn,Democrats must resolve economic identity crisis,1,1,0,1
1923,2016,9,cnn,"After debate, Obama says Trump&s unpreparedness worrisome",1,1,1,1
1924,2016,10,cnn,Dem operative &stepping back& after video suggests group incited violence at Trump rallies,1,1,1,1
1925,2017,3,cnn,Pelosi dodges on Democrat&s remark about Conway kneeling on Oval Office couch,0,1,1,1
1926,2017,8,cnn,How Trump could tweet the GOP out of its Senate majority,0,1,1,1
1927,2017,8,cnn,"In McConnell spat, Trump banks on his base",0,1,1,1
1928,2017,12,cnn,A devastating loss for Trump in Alabama,1,1,1,1
1929,2018,1,cnn,Top Judiciary Democrat says Justice Department denied access to intel memo,1,1,0,1
1930,2018,5,cnn,Trump&s approval is rising among these specific groups,0,0,0,0
1931,2018,6,cnn,Sen. Lindsey Graham whacks Trump over attacks on John McCain,1,1,1,1
1932,2018,6,cnn,Trump administration tells court it won&t defend key provisions of the Affordable Care Act,1,0,0,0
1933,2018,7,cnn,Fallout after Trump-Putin meeting,0,1,0,0
1934,2018,7,cnn,Trump sides with Putin over US intelligence,1,0,0,0
1935,2018,8,cnn,Trump keeps up attacks against billionaire Charles Koch,1,1,1,1
1936,2018,11,cnn,Nine Democrats vow to oppose Pelosi for speaker unless House rule changes are adopted,1,1,0,1
1937,2018,12,cnn,Here&s what&s at risk in the Texas Obamacare ruling,1,1,0,1
1938,2018,12,cnn,Why the Nixon impeachment worked,0,0,1,0
1939,2018,12,cnn,Trump better hope he wins in 2020,0,1,1,1
1940,2019,2,cnn,"Colorado man tried to have his fiancée killed 3 times before fatal beating, investigator says",0,0,0,0
1941,2019,2,cnn,America&s enemies are still rooting for Donald Trump,1,1,1,1
1942,2019,3,cnn,National emergency vote: Senate Republicans on track to rebuke Trump on marquee campaign issue,1,1,1,1
1943,2019,5,cnn,Amash digs in on Trump criticism amid Republican backlash,1,1,1,1
1944,2019,5,cnn,"New Trump immigration plan designed to sway Republicans, doesn&t address DACA",1,1,0,1
1945,2019,7,cnn,Maryland&s GOP governor calls Trump&s Baltimore attacks &outrageous&,1,1,1,1
1946,2019,8,cnn,White House continues bipartisan gun control talks after confusing week,0,0,1,0
1947,2019,8,cnn,Bill Clinton urges lawmakers to reinstate ban on assault weapons,1,0,0,0
1948,2019,9,cnn,Trump is using Facebook to run thousands of ads about impeachment,1,1,0,1
1949,2019,9,cnn,South Carolina Republicans vote to skip 2020 primary,0,0,0,0
1950,2019,10,cnn,Donald Trump&s Colorado border wall is not a thing,1,1,1,1
1951,2019,10,cnn,Trump impeachment inquiry creates a constitutional crisis,1,1,1,1
1952,2019,11,cnn,Trump campaign blitzes Facebook with ads attacking impeachment inquiry,1,1,1,1
1953,2019,12,cnn,Michelle Obama calls impeachment proceedings into Trump &surreal&,1,1,1,1
1954,2020,1,cnn,Parnas recording shows Trump talking with indicted businessmen the President has said he doesn&t know,1,1,1,1
1955,2020,1,cnn,Progressive groups call for unity as Elizabeth Warren and Bernie Sanders feud,0,1,0,0
1956,2020,4,cnn,Trump downplays need for testing in another whiplash contradiction,0,1,1,1
1957,2020,4,cnn,Trump campaign sends letter to Sessions demanding he stop invoking Trump,1,1,0,1
1958,2020,5,cnn,"Trump&s a disaster for black voters, but they also need to hold Biden accountable",1,1,1,1
1959,2020,5,cnn,Establishment Dems freak out over Bernie Sanders,0,1,1,1
1960,2020,5,cnn,Warmer weather and debate over restrictions drive Americans outside while coronavirus cases rise,0,0,0,0
1961,2020,6,cnn,Key Senate Republican pushes back on GOP leaders: &Bad decision& to wait a month on police reform,1,1,1,1
1962,2020,8,cnn,US intelligence officials say there&s no evidence to back up Trump&s claims about threats to mail-in voting,1,1,0,1
1963,2020,8,cnn,Biden says Trump is rooting for violence,1,1,1,1
1964,2020,9,cnn,Florida Gov. Ron DeSantis calls for legislation aimed at cracking down on disorderly protests,1,1,1,1
1965,2020,9,cnn,Trump administration to attempt to reimpose UN sanctions on Iran despite international opposition,1,1,0,1
1966,2021,1,cnn,CFO of House GOP campaign committee resigned after lawmakers objected to Electoral College results,0,1,1,1
1967,2021,1,cnn,"Donald Trump should be removed from office to preserve democracy, business leaders say",1,1,1,1
1968,2021,1,cnn,Georgia GOP lieutenant governor says Trump call with secretary of state &inappropriate&,1,1,1,1
1969,2021,2,cnn,The one thing impeachment accomplished,0,1,0,0
1970,2021,2,cnn,Trump impeachment defense team scrambling to make new videos to bolster case,1,1,1,1
1971,2021,3,cnn,Vanessa Bryant wins case to obtain names of deputies who allegedly took photos of crash site,0,0,0,0
1972,2021,4,cnn,George W. Bush calls for bipartisan immigration action,1,0,0,0
1973,2021,4,cnn,Fact check: Republicans falsely equate Georgia and Colorado election laws,1,1,0,1
1974,2021,5,cnn,A stormy summer for bipartisanship ahead,0,0,1,0
1975,2021,5,cnn,Changes to qualified immunity in policing deal face Senate GOP resistance,0,1,0,0
1976,2021,5,cnn,GOP leaders split on the January 6 probe but No. 2 Republican predicts Senate will pass bill &in some form&,0,1,1,1
1977,2021,5,cnn,Oregon lawmaker accused of unlocking state Capitol door for protesters faces misdemeanor charges,1,1,1,1
1978,2021,6,cnn,How Democrats can defy history in 2022,1,1,1,1
1979,2021,9,cnn,Democratic divisions threaten to bog down Biden&s economic package,1,1,1,1
1980,2021,9,cnn,Why Ida&s remnants were so deadly for the Northeast,0,1,1,1
1981,2021,10,cnn,The racist theory that is animating some Trump backers,1,1,1,1
1982,2021,10,cnn,"If Democrats win in Virginia, they should thank Donald Trump",0,1,0,0
1983,2021,10,cnn,Iowa Democratic Party chairman says he was targeted by threatening messages after criticizing Trump,1,1,0,1
1984,2021,11,cnn,House Democrats pass Biden&s social safety net expansion but major obstacles await in the Senate,0,0,0,0
1985,2021,11,cnn,US warns that Iranian government-sponsored hackers are targeting key US infrastructure,0,0,0,0
1986,2021,11,cnn,Why Democrats are in a lot of trouble in Virginia,0,1,0,0
1987,2021,12,cnn,McConnell goads Manchin on switching parties but acknowledges it likely won&t happen,0,1,1,1
1988,2022,1,cnn,How gerrymandering makes the US House intensely partisan,1,1,1,1
1989,2022,1,cnn,New documents show census officials concerned about political interference from Trump&s Commerce Department,0,1,0,0
1990,2022,2,cnn,Illinois appellate court rejects Democratic governor&s effort to maintain school mask mandate,0,1,0,0
1991,2022,3,cnn,Democrats grow worried about Biden immigration move as midterms loom,1,1,0,1
1992,2022,4,cnn,"Fed up with inaction, bipartisan pair urges leaders to put more on the floor",1,1,1,1
1993,2022,4,cnn,Russia formally protests US weapons shipments to Ukraine,1,1,0,1
1994,2022,6,cnn,Two Jesuit priests among three killed in church in northern Mexico,0,0,0,0
1995,2022,6,cnn,Georgia election officials expected to testify at an upcoming January 6 hearing,0,0,0,0
1996,2022,8,cnn,Opinion: Why Trump thinks the FBI search could be a winner for him,0,0,0,0
1997,2022,9,cnn,Adam Schiff criticizes slow pace of Justice Department investigation into broader January 6 plot,0,1,0,0
1998,2022,9,cnn,Trump allies launch new super PAC to bolster GOP candidates in midterms as former President eyes 2024 campaign,0,0,0,0
1999,2022,9,cnn,Twitch plans to crack down on gambling livestreams amid backlash,0,1,0,0
